problem_id,problem_name,description,skill_level,difficulty,max_score
P0954,Medium Dynamic Programming Problem 954,This is a medium level problem related to dynamic programming.,Intermediate,Medium,53
P0955,Hard Algorithm Problem 955,This is a hard level problem related to algorithm.,Advanced,Hard,45
P0956,Easy Dynamic Programming Problem 956,This is a easy level problem related to dynamic programming.,Basic,Easy,55
P0957,Easy Data Structures Problem 957,This is a easy level problem related to data structures.,Basic,Easy,56
P0958,Hard Math Problem 958,This is a hard level problem related to math.,Advanced,Hard,88
P0959,Hard Math Problem 959,This is a hard level problem related to math.,Advanced,Hard,63
P0960,Medium Dynamic Programming Problem 960,This is a medium level problem related to dynamic programming.,Intermediate,Medium,99
P0961,Hard Data Structures Problem 961,This is a hard level problem related to data structures.,Advanced,Hard,33
P0962,Medium Algorithm Problem 962,This is a medium level problem related to algorithm.,Intermediate,Medium,50
P0963,Hard Algorithm Problem 963,This is a hard level problem related to algorithm.,Advanced,Hard,92
P0964,Hard Math Problem 964,This is a hard level problem related to math.,Advanced,Hard,81
P0965,Medium Math Problem 965,This is a medium level problem related to math.,Intermediate,Medium,69
P0966,Easy Greedy Problem 966,This is a easy level problem related to greedy.,Basic,Easy,12
P0967,Easy Dynamic Programming Problem 967,This is a easy level problem related to dynamic programming.,Basic,Easy,98
P0968,Easy Graphs Problem 968,This is a easy level problem related to graphs.,Basic,Easy,54
P0969,Easy Algorithm Problem 969,This is a easy level problem related to algorithm.,Basic,Easy,77
P0970,Medium Data Structures Problem 970,This is a medium level problem related to data structures.,Intermediate,Medium,53
P0971,Easy Greedy Problem 971,This is a easy level problem related to greedy.,Basic,Easy,59
P0972,Easy Dynamic Programming Problem 972,This is a easy level problem related to dynamic programming.,Basic,Easy,22
P0973,Medium Graphs Problem 973,This is a medium level problem related to graphs.,Intermediate,Medium,27
P0974,Easy Math Problem 974,This is a easy level problem related to math.,Basic,Easy,76
P0975,Hard Greedy Problem 975,This is a hard level problem related to greedy.,Advanced,Hard,14
P0976,Hard Greedy Problem 976,This is a hard level problem related to greedy.,Advanced,Hard,90
P0977,Hard Greedy Problem 977,This is a hard level problem related to greedy.,Advanced,Hard,50
P0978,Easy Graphs Problem 978,This is a easy level problem related to graphs.,Basic,Easy,19
P0979,Medium Greedy Problem 979,This is a medium level problem related to greedy.,Intermediate,Medium,69
P0980,Easy Graphs Problem 980,This is a easy level problem related to graphs.,Basic,Easy,79
P0981,Medium Greedy Problem 981,This is a medium level problem related to greedy.,Intermediate,Medium,81
P0982,Easy Data Structures Problem 982,This is a easy level problem related to data structures.,Basic,Easy,68
P0983,Easy Data Structures Problem 983,This is a easy level problem related to data structures.,Basic,Easy,42
P0984,Easy Greedy Problem 984,This is a easy level problem related to greedy.,Basic,Easy,38
P0985,Easy Dynamic Programming Problem 985,This is a easy level problem related to dynamic programming.,Basic,Easy,68
P0986,Easy Data Structures Problem 986,This is a easy level problem related to data structures.,Basic,Easy,17
P0987,Hard Greedy Problem 987,This is a hard level problem related to greedy.,Advanced,Hard,35
P0988,Hard Math Problem 988,This is a hard level problem related to math.,Advanced,Hard,11
P0989,Easy Dynamic Programming Problem 989,This is a easy level problem related to dynamic programming.,Basic,Easy,31
P0990,Easy Math Problem 990,This is a easy level problem related to math.,Basic,Easy,47
P0991,Easy Math Problem 991,This is a easy level problem related to math.,Basic,Easy,33
P0992,Hard Greedy Problem 992,This is a hard level problem related to greedy.,Advanced,Hard,87
P0993,Medium Data Structures Problem 993,This is a medium level problem related to data structures.,Intermediate,Medium,57
P0994,Easy Algorithm Problem 994,This is a easy level problem related to algorithm.,Basic,Easy,18
P0995,Medium Algorithm Problem 995,This is a medium level problem related to algorithm.,Intermediate,Medium,28
P0996,Medium Algorithm Problem 996,This is a medium level problem related to algorithm.,Intermediate,Medium,78
P0997,Medium Data Structures Problem 997,This is a medium level problem related to data structures.,Intermediate,Medium,74
P0998,Medium Math Problem 998,This is a medium level problem related to math.,Intermediate,Medium,79
P0999,Medium Graphs Problem 999,This is a medium level problem related to graphs.,Intermediate,Medium,15
P1000,Hard Data Structures Problem 1000,This is a hard level problem related to data structures.,Advanced,Hard,24
